POZO,XCOORD,YCOORD,Prof,Fecha,runlife,ciclo,Dpiston,Lon_Superficie,SPM,RGP,AYS,Elasticity,SP,Fillage,BBPD,BNPD
BN-0003,85,180,7356,10/3/19,489,3,1.5,74,4,592.3135604,41.02984632,0.798730234,59.10603735,0.655782981,62.02587559,36.57675416
BN-0084,298,121,7192,10/3/19,593,3,2.5,120,4,817.1260303,29.85722134,0.777293658,93.27523893,0.4261439,271.8973215,190.7163364
BN-0023,154,227,7148,10/4/19,415,2,2.5,100,7,856.9660016,18.85914443,0.771403888,77.14038877,0.353729144,393.5124082,319.2993348
BN-0012,60,114,7024,10/4/19,411,0,1.5,100,5,427.045033,50.22160126,0.858574318,85.85743183,0.695435633,112.6234862,56.06216804
BN-0043,101,85,7151,10/4/19,393,5,1.125,74,3,432.7186018,52.4224536,0.803029841,59.42420824,0.690311851,26.30802549,12.51671303
BN-0018,118,140,7003,10/4/19,620,5,1.5,100,7,413.3129016,50.51316363,0.86206766,86.20676605,0.624472071,158.3144155,78.34479575
BN-0079,173,217,7187,10/4/19,591,1,2.5,45,4,674.3876213,6.44179138,0.730184788,32.85831546,0.594046395,95.78198956,89.61191361
BN-0056,236,99,7164,10/4/19,313,6,1.5,120,7,908.1393317,20.57279374,0.724560691,86.94728291,0.432125817,159.6743377,126.8248655
BN-0046,218,107,7154,10/4/19,308,2,2,54,5,776.1828407,21.5828612,0.795727115,42.96926419,0.597672766,100.2043241,78.57736391
BN-0069,58,136,7177,10/4/19,454,0,2.5,45,5,511.7357715,53.52904288,0.873759474,39.31917634,0.654277052,143.2692488,66.57859118
BN-0020,170,62,7437,10/4/19,488,4,2.5,100,7,1331.416277,16.80260346,0.733477629,73.34776286,0.251658476,374.1652753,311.2957678
BN-0058,143,188,7166,10/4/19,276,1,2,100,4,553.3250715,48.18227941,0.840239296,84.02392956,0.630054786,156.755043,81.22689019
BN-0088,103,220,7196,10/4/19,558,4,1.5,100,3,383.2800441,46.24737418,0.936255793,93.62557926,0.928735076,73.68801216,39.60924145
BN-0066,137,176,7174,10/4/19,308,7,1.5,45,7,549.4901932,55.13149074,0.872868416,39.27907871,0.667226038,72.13406409,32.36547923
BN-0014,224,279,7212,10/4/19,639,3,1.5,74,7,1260.593607,23.36008471,0.743883409,55.04737223,0.337305205,101.0917467,77.47662904
BN-0001,102,108,7012,10/5/19,465,6,2.5,100,7,476.2336742,55.11297169,0.87910744,87.91074398,0.639300819,448.4546827,201.2979804
BN-0077,300,171,7185,10/5/19,609,3,1.5,120,4,1073.320589,11.04457223,0.690010039,82.80120466,0.205669109,86.89158417,77.29478039
BN-0013,261,258,7303,10/5/19,478,0,1.125,54,5,1284.262472,14.2941986,0.721223952,38.94609341,0.204629568,28.73674014,24.62905343
BN-0072,109,172,7180,10/5/19,419,5,2.5,45,3,536.1525119,53.5872156,0.796433571,35.83951068,0.650168505,78.35413022,36.36633353
BN-0016,288,239,7106,10/5/19,453,0,2.5,45,3,603.5196807,9.559343817,0.741031073,33.34639829,0.526270651,72.90356327,65.934461
BN-0019,127,266,7122,10/5/19,381,0,1.125,45,4,440.4940163,42.0415111,0.802041822,36.09188199,0.619482461,21.30458679,12.34781657
BN-0022,102,139,7325,10/5/19,286,5,1.125,120,3,696.5395437,41.22936403,0.869044213,104.2853055,0.603706745,46.16873422,27.13365872
BN-0025,98,121,7267,10/5/19,350,2,1.125,45,7,504.7255336,40.33905208,0.828236225,37.2706301,0.62618305,38.50067737,22.96986907
BN-0007,111,155,7144,10/5/19,629,7,2.5,100,3,338.1332864,54.44113428,0.910134015,91.01340152,0.954758195,198.9780491,90.6521422
BN-0097,87,113,7205,10/5/19,639,6,1.125,120,7,613.5153745,43.50222442,0.819040307,98.28483679,0.691398727,101.5285435,57.36136866
BN-0017,63,194,7166,10/5/19,554,0,1.5,45,5,679.3111302,42.06423945,0.801990902,36.08959057,0.684155402,47.34052044,27.42709057
BN-0035,273,242,7143,10/5/19,491,2,1.125,45,3,1417.734205,9.760137245,0.736057478,33.12258653,0.176534716,14.6638866,13.23267114
BN-0032,201,66,7140,10/5/19,474,6,1.5,74,5,982.8376433,24.50084525,0.762519125,56.42641521,0.429294214,74.01735016,55.88247374
BN-0098,152,97,7206,10/6/19,582,2,2.5,100,7,918.8952404,25.48603693,0.723794637,72.37946373,0.315914496,369.2257394,275.1247311
BN-0031,233,178,7139,10/6/19,570,3,2.5,74,3,649.9495255,20.73369223,0.840944707,62.22990833,0.414435472,136.0501371,107.8419204
BN-0082,218,199,7190,10/6/19,327,5,1.125,74,4,1085.802838,7.596120453,0.722882411,53.49329839,0.174837152,31.57642537,29.17784206
BN-0086,103,112,7194,10/6/19,388,0,1.5,100,3,570.4306124,57.04454017,0.809815736,80.9815736,0.634409036,63.7365475,27.37832706
BN-0067,50,103,7175,10/6/19,638,0,2.5,45,5,143.7744667,56.84704146,0.9335476,42.009642,0.964655898,153.072633,66.05536985
BN-0009,158,256,7464,10/6/19,625,6,1.5,45,7,1474.442197,18.0593585,0.799342623,35.97041805,0.423458488,66.05787423,54.12824591
BN-0006,65,233,7281,10/6/19,600,2,2,74,3,791.2639301,41.56328025,0.844149626,62.46707234,0.619340658,87.40392761,51.07598823
BN-0095,122,290,7203,10/6/19,555,5,2.5,45,5,928.2911737,43.49326482,0.81814455,36.81650473,0.31857084,134.1501391,75.80386384
BN-0048,170,298,7156,10/6/19,377,1,1.125,74,4,1451.148701,16.8558176,0.791841394,58.59626317,0.341275682,34.5886417,28.75844334
BN-0045,258,199,7153,10/6/19,464,1,2,54,7,909.0043848,10.27279015,0.698480013,37.71792068,0.168447133,123.1414674,110.4914029
BN-0094,202,181,7202,10/6/19,487,3,2.5,120,3,1002.422206,16.78405084,0.728114821,87.37377857,0.320251008,191.0209234,158.9598745
BN-0024,292,51,7221,10/6/19,525,7,2,45,7,922.0805251,24.25744841,0.752313793,33.85412069,0.348453939,110.5269332,83.7159194
BN-0065,266,54,7173,10/6/19,547,4,1.125,100,3,1111.596267,22.79100483,0.787114297,78.71142967,0.407152424,34.84677978,26.90484852
BN-0085,263,122,7193,10/7/19,542,4,2,100,4,895.0144627,12.24592704,0.719298966,71.92989661,0.150487839,134.1924151,117.7593099
BN-0015,141,72,7321,10/7/19,640,3,1.5,74,5,663.9616147,43.13331024,0.792212821,58.62374873,0.65687339,76.8997024,43.73031519
BN-0036,233,60,7144,10/7/19,506,6,1.5,100,5,1088.141983,25.63586725,0.774673516,77.4673516,0.250612534,101.6177985,75.56719457
BN-0068,110,259,7176,10/7/19,501,5,1.125,120,7,575.1492617,44.35878718,0.818986214,98.27834571,0.670419853,101.5218382,56.48798205
BN-0078,193,275,7186,10/7/19,622,5,2,45,5,853.3915994,18.53980519,0.784245271,35.29103717,0.448717385,82.29869869,67.04068028
BN-0091,142,233,7199,10/7/19,630,4,1.125,100,7,403.0319846,47.16625969,0.845716484,84.57164844,0.666809381,87.36277713,46.1570228
BN-0041,91,91,7149,10/7/19,295,5,2.5,120,4,361.0809175,50.62567209,0.871692721,104.6031265,0.957988157,304.9181138,150.5512694
BN-0093,202,145,7201,10/7/19,560,3,1.125,45,5,1450.137223,17.93243144,0.743794267,33.47074201,0.417426582,24.69670078,20.26798184
BN-0075,220,89,7183,10/7/19,599,3,2,54,5,1149.295406,15.24129357,0.778713649,42.05053703,0.27608544,98.06185235,83.11595755
BN-0044,92,206,7152,10/7/19,555,3,2,100,3,566.2164343,45.11942912,0.857246469,85.72464686,0.63342861,119.9459259,65.82700888
BN-0039,248,257,7147,10/7/19,516,7,1.5,45,4,739.8695465,16.95389655,0.82066075,36.92973375,0.742057032,38.75406259,32.18373891
BN-0062,107,196,7170,10/7/19,357,7,2,120,7,371.4293941,40.08674074,0.89450399,107.3404788,0.928826643,350.4451951,209.9631383
BN-0076,251,239,7184,10/7/19,554,1,1.5,120,7,785.0100697,11.73501518,0.725552376,87.06628515,0.504248994,159.8928794,141.1294257
BN-0027,205,293,7221,10/8/19,440,0,1.5,100,5,885.584629,16.59551967,0.780282089,78.02820887,0.348124299,102.353503,85.36740728
BN-0030,156,91,7138,10/8/19,612,2,2,120,5,707.3260353,17.43576673,0.832472446,99.8966935,0.736752497,232.9590892,192.3408858
BN-0037,285,190,7145,10/8/19,471,4,1.125,45,3,719.3508086,5.987209654,0.725507815,32.64785169,0.355891257,14.45371407,13.58833991
BN-0055,122,62,7163,10/8/19,456,6,1.125,100,5,495.5072339,58.87159887,0.868313311,86.83133112,0.663443279,64.06931171,26.35068352
BN-0057,211,233,7165,10/8/19,636,0,2,100,4,1111.647329,19.42329865,0.753259143,75.32591426,0.319003691,140.5280256,113.2328475
BN-0059,211,75,7167,10/8/19,303,0,1.125,54,5,926.1489875,11.03441766,0.746779947,40.32611716,0.186036967,29.75500361,26.47171224
BN-0087,171,92,7195,10/8/19,471,3,1.125,74,7,1154.982552,13.56646152,0.748092016,55.35880921,0.155769144,57.18582291,49.42773025
BN-0089,109,103,7197,10/8/19,485,3,2.5,100,5,320.4830898,52.36899632,0.872719798,87.2719798,0.961734118,317.9972764,151.4652944
BN-0037,285,190,7145,10/9/19,472,4,1.125,45,3,1334.193861,9.043453173,0.706456152,31.79052683,0.161920648,14.07416296,12.80137262
BN-0009,158,256,7464,10/9/19,628,6,1.5,45,7,1489.26838,17.04626445,0.749862477,33.74381149,0.257206289,61.9688226,51.40545322
BN-0026,257,181,7161,10/9/19,455,2,1.125,120,4,1476.331801,8.372682569,0.69463817,83.35658039,0.207360872,49.20434745,45.08462363
BN-0084,298,121,7192,10/9/19,599,3,2.5,120,4,912.8751201,22.04963277,0.746487557,89.57850684,0.276282477,261.1213474,203.5450492
BN-0082,218,199,7190,10/9/19,330,5,1.125,74,4,763.8291725,12.71526951,0.797121682,58.98700445,0.582948418,34.81929139,30.39192465
BN-0056,236,99,7164,10/9/19,318,6,1.5,120,7,694.9806727,15.80604051,0.829747714,99.56972563,0.667751377,182.8548226,153.9527153
BN-0039,248,257,7147,10/9/19,518,7,1.5,45,4,769.9671001,5.451338265,0.722087436,32.49393462,0.580353556,34.09913499,32.2402758
BN-0086,103,112,7194,10/9/19,391,0,1.5,100,3,499.5374429,56.49410782,0.849484784,84.9484784,0.63721286,66.85869992,29.0874739
BN-0087,171,92,7195,10/9/19,472,3,1.125,74,7,786.3717997,18.11165904,0.809836102,59.92787156,0.730706555,61.9056786,50.69353317
BN-0052,202,93,7160,10/9/19,447,2,2.5,100,4,834.08175,16.32374407,0.798954889,79.89548893,0.256468913,232.8953502,194.8781093
BN-0075,220,89,7183,10/9/19,601,3,2,54,5,884.7113829,12.55660976,0.73763004,39.83202216,0.186707873,92.88827569,81.2246574
BN-0080,139,96,7188,10/9/19,492,3,1.5,120,5,407.9255794,51.42884061,0.8002908,96.03489598,0.698055525,125.9737748,61.18692295
BN-0048,170,298,7156,10/9/19,380,1,1.125,74,4,1359.666712,13.85407309,0.695112764,51.43834457,0.212289371,30.36341182,26.15684255
BN-0066,137,176,7174,10/10/19,314,7,1.5,45,7,417.981502,59.927997,0.817871478,36.80421653,0.636015892,67.58910344,27.08430756
BN-0088,103,220,7196,10/10/19,564,4,1.5,100,3,356.0767673,42.65621822,0.949474578,94.9474578,0.968959981,74.72839666,42.85208871
BN-0043,101,85,7151,10/10/19,399,5,1.125,74,3,444.6788657,51.45052035,0.817418863,60.48899585,0.622228216,26.7794236,13.00127081
BN-0047,137,52,7155,10/10/19,542,3,1.125,54,3,265.100655,56.29099581,0.907406245,48.99993721,0.901093389,21.69303783,9.481810814
BN-0040,160,129,7148,10/10/19,320,5,2,100,4,695.3444231,27.57786394,0.807268615,80.72686147,0.482771502,150.6040327,109.0706575
BN-0069,58,136,7177,10/10/19,460,0,2.5,45,5,593.2661497,57.34524264,0.80251662,36.1132479,0.670028536,131.587647,56.12839154
BN-0050,158,119,7158,10/10/19,625,0,1.125,120,4,1061.846655,20.64547594,0.752218858,90.26626297,0.421605502,53.2830467,42.28250811
BN-0078,193,275,7186,10/10/19,625,5,2,45,5,939.2511594,15.06021977,0.773012829,34.7855773,0.396230628,81.11996625,68.90312106
BN-0019,127,266,7122,10/10/19,386,0,1.125,45,4,422.810421,41.85306701,0.853379364,38.40207138,0.622486121,22.66826271,13.18089953
BN-0014,224,279,7212,10/10/19,645,3,1.5,74,7,1336.690996,23.64304039,0.742626994,54.95439757,0.33824179,100.9210034,77.0602098
BN-0032,201,66,7140,10/10/19,479,6,1.5,74,5,1036.547024,26.21939292,0.785531019,58.12929542,0.371371564,76.25110327,56.2585269
BN-0018,118,140,7003,10/10/19,626,5,1.5,100,7,433.9198074,52.58467041,0.817068013,81.70680128,0.635912294,150.0504552,71.14691788
BN-0027,205,293,7221,10/10/19,442,0,1.5,100,5,1121.348195,21.69616941,0.792322476,79.23224759,0.33538653,103.9329008,81.38344257
BN-0099,192,150,7207,10/11/19,601,6,1.125,100,7,1011.581812,24.25784434,0.787991379,78.79913795,0.337622242,81.39975575,61.65392971
BN-0024,292,51,7221,10/11/19,530,7,2,45,7,930.4840433,22.83324438,0.724281717,32.59267728,0.271555348,106.4085728,82.11204333
BN-0067,50,103,7175,10/11/19,643,0,2.5,45,5,193.0615395,55.21652122,0.893739951,40.21829779,0.927024408,146.5454226,65.62813823
BN-0003,85,180,7356,10/11/19,497,3,1.5,74,4,550.4347274,44.40252547,0.794793807,58.81474175,0.690831168,61.72018999,34.31486691
BN-0013,261,258,7303,10/11/19,484,0,1.125,54,5,998.2160946,11.67005299,0.728108663,39.31786783,0.154993242,29.01105738,25.62545161
BN-0092,180,211,7200,10/11/19,385,4,2,100,4,1401.679255,13.62864431,0.729062786,72.90627858,0.2359948,136.0139533,117.4770954
BN-0060,128,58,7168,10/11/19,588,4,1.5,54,3,501.3759883,52.44539585,0.823886758,44.48988496,0.641611522,35.01576396,16.65160794
BN-0008,275,214,7040,10/11/19,611,5,2,120,5,807.7989509,13.34744551,0.749508744,89.94104933,0.190107443,209.742527,181.7472575
BN-0096,72,233,7204,10/11/19,629,0,2,54,4,917.3311818,41.56680482,0.797204466,43.04904118,0.508785738,80.31229122,46.92903788
BN-0057,211,233,7165,10/11/19,639,0,2,100,4,881.918533,12.16926872,0.700508422,70.0508422,0.155715615,130.6868512,114.7832171
BN-0073,220,212,7181,10/11/19,577,7,2,100,3,1407.400826,14.49016951,0.72862828,72.86282798,0.181058693,101.9496689,87.17698906
BN-0070,168,280,7178,10/11/19,319,3,2,74,7,859.4165601,12.44558154,0.696928981,51.57274459,0.23616679,168.3746965,147.4194864
BN-0072,109,172,7180,10/11/19,425,5,2.5,45,3,374.2351786,51.26407726,0.930749377,41.88372195,0.963004065,91.56828711,44.62664966
BN-0017,63,194,7166,10/12/19,561,0,1.5,45,5,624.6570406,42.90679021,0.863158701,38.84214156,0.691654213,50.95117918,29.08966362
BN-0031,233,178,7139,10/12/19,576,3,2.5,74,3,608.9766381,23.22856487,0.834789236,61.77440344,0.449004934,135.0542895,103.6831163
BN-0054,240,253,7162,10/12/19,645,0,1.125,54,3,1092.130563,5.418656065,0.68432327,36.9534566,0.234302115,16.35987263,15.4733874
BN-0034,179,120,7142,10/12/19,327,3,2,54,4,901.6042,20.03541476,0.780499172,42.14695531,0.341653871,78.62935983,62.87564146
BN-0001,102,108,7012,10/12/19,472,6,2.5,100,7,393.948151,51.13210154,0.917724017,91.77240169,0.950131672,468.1539641,228.7770038
BN-0095,122,290,7203,10/12/19,561,5,2.5,45,5,742.3972803,41.28971034,0.814891976,36.67013891,0.693617575,133.6168187,78.44682129
BN-0020,170,62,7437,10/12/19,496,4,2.5,100,7,1184.682975,29.63335507,0.731624712,73.16247116,0.303183639,373.220056,262.6224316
BN-0041,91,91,7149,10/12/19,300,5,2.5,120,4,288.9695089,59.37830289,0.882187488,105.8624986,0.909895408,308.5891834,125.3541634
BN-0074,71,245,7182,10/12/19,373,1,1.125,45,7,657.1703296,48.52654669,0.8460931,38.07418949,0.692781877,39.33075673,20.2448987
BN-0053,60,198,7161,10/12/19,546,2,1.125,120,3,483.3713881,44.56007856,0.813308666,97.59703992,0.684166463,43.20773453,23.95433408
BN-0011,52,116,7041,10/12/19,639,3,2.5,100,7,336.3369662,50.92983216,0.920414314,92.04143141,0.915698751,469.526352,230.397369
BN-0036,233,60,7144,10/12/19,511,6,1.5,100,5,869.5446016,19.92327788,0.797157172,79.71571718,0.349239738,104.567092,83.73389969
BN-0029,283,169,7137,10/12/19,325,0,1.5,120,3,663.9593841,14.2697328,0.737189191,88.46270291,0.417910934,69.62457032,59.68933017
BN-0094,202,181,7202,10/13/19,494,3,2.5,120,3,828.5277798,24.73609504,0.79027758,94.83330959,0.289491607,207.3293231,156.0441447
BN-0058,143,188,7166,10/13/19,285,1,2,100,4,699.5407087,46.71476037,0.805489448,80.54894476,0.629916743,150.2721113,80.0728546
BN-0030,156,91,7138,10/13/19,617,2,2,120,5,680.3785627,18.00806398,0.781109042,93.73308507,0.705020327,218.5855544,179.2225279
BN-0025,98,121,7267,10/13/19,358,2,1.125,45,7,641.0422165,40.53193983,0.823172317,37.04275429,0.688865414,38.26528094,22.75562029
BN-0007,111,155,7144,10/13/19,637,7,2.5,100,3,444.3101994,50.00732467,0.82842215,82.84221498,0.664382329,181.1137925,90.54363026
BN-0090,125,293,7198,10/13/19,552,6,1.125,120,4,434.4015704,46.18415433,0.812909417,97.54912999,0.686908685,57.58203207,30.98825751
BN-0016,288,239,7106,10/13/19,461,0,2.5,45,3,1074.189437,8.305525886,0.734236457,33.04064056,0.191566274,72.23510043,66.23559547
BN-0083,201,233,7191,10/13/19,351,4,2.5,74,4,1017.077387,13.07379267,0.728914314,53.93965926,0.154943552,157.2341067,136.6776456
BN-0005,258,57,7415,10/13/19,515,3,1.125,54,3,1002.789071,22.07811662,0.770793775,41.62286384,0.285287381,18.42709218,14.35873728
BN-0004,60,285,7079,10/13/19,344,4,1.125,54,3,545.4434741,46.95933234,0.857305824,46.29451448,0.641245124,20.49530491,10.87084656
BN-0063,203,293,7171,10/13/19,534,4,2,54,4,688.2441162,12.93289813,0.766586672,41.39568027,0.5074766,77.22778111,67.23999085
BN-0079,173,217,7187,10/13/19,600,1,2.5,45,4,980.609044,16.97605144,0.756186422,34.02838897,0.25344612,99.19275385,82.35374093
BN-0071,69,85,7179,10/13/19,581,3,1.5,45,4,589.8129724,51.51546914,0.830290969,37.3630936,0.666949318,39.20883042,19.01021748
BN-0089,109,103,7197,10/14/19,491,3,2.5,100,5,371.7461201,51.79947185,0.861563455,86.15634555,0.90669921,313.9321841,151.3169708
BN-0059,211,75,7167,10/14/19,309,0,1.125,54,5,919.3218868,26.20219181,0.730634155,39.45424439,0.323658058,29.11168411,21.4837848
BN-0021,268,253,7225,10/14/19,341,6,1.5,74,7,1458.992354,19.66949997,0.786352632,58.19009478,0.390231486,106.8631996,85.84374259
BN-0076,251,239,7184,10/14/19,561,1,1.5,120,7,1378.59016,7.536828222,0.736589737,88.39076847,0.220722031,162.3252268,150.0910533
BN-0093,202,145,7201,10/14/19,567,3,1.125,45,5,1323.38911,23.35957494,0.758924062,34.15158277,0.405628311,25.19906552,19.31267093
BN-0022,102,139,7325,10/14/19,295,5,1.125,120,3,519.8518645,42.63454173,0.865524613,103.8629535,0.665146528,45.98175239,26.37764298
BN-0012,60,114,7024,10/14/19,421,0,1.5,100,5,567.9929875,51.74190424,0.79369154,79.369154,0.699856068,104.1124878,50.24270406
BN-0035,273,242,7143,10/14/19,500,2,1.125,45,3,949.828077,6.022958627,0.737923834,33.20657254,0.189388723,14.70106852,13.81562925
BN-0010,144,208,7285,10/14/19,287,0,2,45,7,1123.334807,43.96502481,0.7787942,35.045739,0.273918762,114.4173287,64.11372175
BN-0049,234,114,7157,10/14/19,589,1,1.125,120,3,1041.81005,24.16138069,0.732549967,87.90599606,0.282571718,38.91735799,29.51438697
BN-0098,152,97,7206,10/14/19,590,2,2.5,100,7,1320.261082,17.90858568,0.755592713,75.55927127,0.430699177,385.4467326,316.4186742
BN-0064,160,187,7172,10/14/19,466,0,2.5,54,7,863.4049112,8.185801865,0.68475827,36.97694656,0.181128166,188.6286486,173.1878812
BN-0091,142,233,7199,10/14/19,637,4,1.125,100,7,676.4550654,40.18763032,0.879817862,87.98178618,0.651447054,90.88546007,54.36074736
BN-0006,65,233,7281,10/15/19,609,2,2,74,3,1195.309022,44.03721579,0.809814024,59.92623779,0.346871189,83.84879191,46.92411848
BN-0051,214,195,7159,10/15/19,409,2,2,120,7,605.6794568,14.32145571,0.795780027,95.49360329,0.480150145,311.767516,267.1178693
BN-0085,263,122,7193,10/15/19,550,4,2,100,4,953.9408396,27.48603187,0.724575258,72.45752576,0.283781228,135.1767601,98.02203274
BN-0038,246,147,7146,10/15/19,301,2,2,100,7,1158.655719,24.01477881,0.727091843,72.70918427,0.398397102,237.3809448,180.374436
BN-0042,246,292,7150,10/15/19,628,3,2,74,3,949.8863162,5.406472981,0.685043805,50.69324154,0.219036068,70.92998356,67.09517316
BN-0055,122,62,7163,10/15/19,463,6,1.125,100,5,589.4750232,54.27896475,0.842273772,84.22737724,0.668801102,62.14795993,28.41469067
BN-0044,92,206,7152,10/15/19,563,3,2,100,3,674.5000274,41.02958001,0.831109057,83.11090566,0.688587583,116.2887792,68.5759815
BN-0097,87,113,7205,10/15/19,649,6,1.125,120,7,628.6570964,40.60784126,0.832648093,99.91777117,0.636231675,103.2153699,61.30183634
BN-0065,266,54,7173,10/15/19,556,4,1.125,100,3,1015.614864,29.85119735,0.787948767,78.79487673,0.396061016,34.8837231,24.47051407
BN-0062,107,196,7170,10/15/19,365,7,2,120,7,659.9016224,43.27365783,0.874829271,104.9795125,0.632841304,342.7371123,194.4222271
BN-0033,297,198,7141,10/15/19,506,0,2.5,54,7,1107.236836,16.52674813,0.779009718,42.06652475,0.346989938,214.5918594,179.1268033
BN-0061,270,224,7169,10/15/19,296,5,2.5,74,5,1218.83601,17.86505955,0.775711126,57.40262332,0.376107508,209.1608087,171.7941057
BN-0028,141,194,7270,10/15/19,320,2,2,120,5,1099.583219,41.42806875,0.781742698,93.80912376,0.363282793,218.7628766,128.1336417
BN-0002,225,245,7072,10/16/19,413,2,1.5,100,4,1378.954876,19.56415305,0.796970908,79.69709077,0.336797745,83.63412706,67.27181844
BN-0015,141,72,7321,10/16/19,649,3,1.5,74,5,684.4769946,43.81019067,0.857995785,63.4916881,0.689647335,83.28522186,46.79780736
BN-0023,154,227,7148,10/16/19,427,2,2.5,100,7,910.2066692,9.316456709,0.739479316,73.94793159,0.22734722,377.226886,342.0827065
BN-0045,258,199,7153,10/16/19,474,1,2,54,7,736.6258958,7.485135769,0.796555725,43.01400916,0.535045469,140.4321371,129.920601
BN-0046,218,107,7154,10/16/19,320,2,2,54,5,638.9868114,23.61211024,0.828008098,44.71243728,0.644507929,104.2694037,79.64919715
BN-0068,110,259,7176,10/16/19,510,5,1.125,120,7,340.8870765,48.47013425,0.857006029,102.8407235,0.959172712,106.2347887,54.742644
BN-0077,300,171,7185,10/16/19,620,3,1.5,120,4,834.3767389,16.66318488,0.759526273,91.14315278,0.292256122,95.64562453,79.70801728
BN-0081,265,92,7189,10/16/19,419,4,2.5,74,5,668.4854768,26.74483119,0.845494113,62.56656434,0.712743062,227.9769188,167.0048767
BN-0074,71,245,7182,10/17/19,378,1,1.125,45,7,644.1852062,40.62806984,0.866928808,39.01179637,0.635806226,40.29930756,23.92647674
BN-0017,63,194,7166,10/17/19,566,0,1.5,45,5,602.2286386,45.38861062,0.867617323,39.04277954,0.660654177,51.21436607,27.96887687
BN-0034,179,120,7142,10/17/19,332,3,2,54,4,796.9890966,19.64729209,0.792884669,42.81577211,0.650716199,79.87710444,64.18341642
BN-0097,87,113,7205,10/17/19,651,6,1.125,120,7,594.4661384,43.69581627,0.796519875,95.58238499,0.685383524,98.73690239,55.59300693
BN-0006,65,233,7281,10/17/19,611,2,2,74,3,737.0964396,40.26830122,0.857235098,63.43539726,0.689774119,88.75880784,53.01714374
BN-0062,107,196,7170,10/17/19,367,7,2,120,7,487.9126772,44.90143557,0.806469308,96.77631694,0.607443508,315.9553195,174.0868453
BN-0040,160,129,7148,10/17/19,327,5,2,100,4,1177.346661,26.7750113,0.749767683,74.97676831,0.388542748,139.876659,102.4246677
BN-0025,98,121,7267,10/17/19,362,2,1.125,45,7,691.7536741,41.25828168,0.817890628,36.80507824,0.664762995,38.01976084,22.33346082
BN-0051,214,195,7159,10/17/19,411,2,2,120,7,716.5331967,15.6421797,0.768992714,92.27912563,0.55981189,301.2728893,254.1472426
BN-0082,218,199,7190,10/17/19,338,5,1.125,74,4,583.7866201,7.818358528,0.778721089,57.62536058,0.53089021,34.01553003,31.35607394
BN-0098,152,97,7206,10/17/19,593,2,2.5,100,7,877.0396177,20.91541622,0.734114581,73.41145807,0.303127092,374.4902005,296.1640164
BN-0066,137,176,7174,10/17/19,321,7,1.5,45,7,456.8083603,59.64613486,0.865145057,38.93152755,0.68804045,71.49580377,28.85132023
BN-0056,236,99,7164,10/17/19,326,6,1.5,120,7,804.3501514,26.95132137,0.731802662,87.81631949,0.426492567,161.2702799,117.8058085
BN-0020,170,62,7437,10/18/19,502,4,2.5,100,7,1323.310632,20.55612972,0.755872495,75.5872495,0.437884967,385.5894565,306.3271876
BN-0012,60,114,7024,10/18/19,425,0,1.5,100,5,566.4569792,50.58235502,0.853347606,85.33476056,0.664969942,111.9378722,55.31706028
BN-0014,224,279,7212,10/18/19,653,3,1.5,74,7,1151.305567,17.68406569,0.759395356,56.19525634,0.291546374,103.1997785,84.94986188
BN-0057,211,233,7165,10/18/19,646,0,2,100,4,807.4360651,8.199287936,0.718642521,71.86425215,0.181488305,134.0699488,123.0771677
BN-0031,233,178,7139,10/18/19,582,3,2.5,74,3,637.6274019,23.4601061,0.770610946,57.02521002,0.490948938,124.6713654,95.4233308
BN-0021,268,253,7225,10/18/19,345,6,1.5,74,7,1385.223514,11.33503209,0.742013319,54.90898564,0.215454565,100.8376067,89.40763162
BN-0019,127,266,7122,10/18/19,394,0,1.125,45,4,583.8037891,47.84019468,0.86346249,38.85581206,0.635204295,22.93610016,11.96342519
BN-0033,297,198,7141,10/18/19,509,0,2.5,54,7,1210.226625,19.90351623,0.786634685,42.47827301,0.291117134,216.6922902,173.5629051
BN-0081,265,92,7189,10/18/19,421,4,2.5,74,5,815.8673177,15.10867975,0.779627824,57.69245901,0.335609671,210.2168975,178.4558997
BN-0083,201,233,7191,10/18/19,356,4,2.5,74,4,1294.13484,12.29613942,0.73670977,54.51652295,0.247195776,158.9156644,139.3751727
BN-0075,220,89,7183,10/18/19,610,3,2,54,5,948.4295608,23.48391367,0.75238837,40.62897197,0.2694447,94.74676263,72.49651469
BN-0039,248,257,7147,10/18/19,527,7,1.5,45,4,881.2396327,8.651075002,0.713832019,32.12244084,0.227911629,33.70928941,30.7930735
BN-0044,92,206,7152,10/18/19,566,3,2,100,3,511.3098117,43.22425249,0.796879257,79.6879257,0.6220812,111.4993456,63.30458693
BN-0091,142,233,7199,10/19/19,642,4,1.125,100,7,480.4874365,42.81315686,0.819618093,81.96180933,0.643457673,84.66680517,48.41827306
BN-0009,158,256,7464,10/19/19,638,6,1.5,45,7,1027.72938,23.2705933,0.726071955,32.67323796,0.36548533,60.00276785,46.03976777
BN-0045,258,199,7153,10/19/19,477,1,2,54,7,871.5417822,18.76422614,0.796286624,42.99947771,0.370188009,140.3846948,114.0425932
BN-0070,168,280,7178,10/19/19,327,3,2,74,7,1470.755647,19.02578985,0.739002162,54.68616002,0.280995807,178.5393752,144.5708489
BN-0059,211,75,7167,10/19/19,314,0,1.125,54,5,1167.181437,15.84424015,0.784525887,42.36439791,0.442869175,31.25896816,26.30622218
